wav_file,txt_file,groundtruth_text_raw,groundtruth_text_train,duration,aave,speaker_id,gender,split,sr
data_processed_coraal/wav/DCB_se1_ag1_m_01_1_part_28.wav,data_processed_coraal/txt/DCB_se1_ag1_m_01_1_part_28.txt,"My third year, like my grades got better, /I went in/ more opportunities like my mindset changed as- when I hit eighteen as of when I was younger. Fourteen, f- bef- between fourteen and eighteen, I'm a totally different person.",MY THIRD YEAR LIKE MY GRADES GOT BETTER I WENT IN MORE OPPORTUNITIES LIKE MY MINDSET CHANGED AS WHEN I HIT EIGHTEEN AS OF WHEN I WAS YOUNGER FOURTEEN F BEF BETWEEN FOURTEEN AND EIGHTEEN I'M A TOTALLY DIFFERENT PERSON,15.57,1,DCB_se1_ag1_m_01,m,train,44100
data_processed_coraal/wav/DCB_se1_ag2_m_01_1_part_97.wav,data_processed_coraal/txt/DCB_se1_ag2_m_01_1_part_97.txt,"Let me explain this to you I'm'a look you in your eyes. We got Dwayne Wade, the third best shooting guard in NBA history, behind Kobe Bryant and Michael Jordan. Do you really believe that he's gonna lose a game seven to Kyle Lowry and DeMar DeRozan? No he will not. I promise you that. He will not lose to Kyle Lowry and DeMar DeRozan. He might lose to LeBron, he ain't gonna lose to them.",LET ME EXPLAIN THIS TO YOU I'M'A LOOK YOU IN YOUR EYES WE GOT DWAYNE WADE THE THIRD BEST SHOOTING GUARD IN NBA HISTORY BEHIND KOBE BRYANT AND MICHAEL JORDAN DO YOU REALLY BELIEVE THAT HE'S GONNA LOSE A GAME SEVEN TO KYLE LOWRY AND DEMAR DEROZAN NO HE WILL NOT I PROMISE YOU THAT HE WILL NOT LOSE TO KYLE LOWRY AND DEMAR DEROZAN HE MIGHT LOSE TO LEBRON HE AIN'T GONNA LOSE TO THEM,20.904,1,DCB_se1_ag2_m_01,m,test,44100
data_processed_coraal/wav/DCB_se3_ag4_m_02_1_part_1.wav,data_processed_coraal/txt/DCB_se3_ag4_m_02_1_part_1.txt,"<ts> Um, this sounds like the old interview. So and- From the old interview you'd probably learn more about my neighborhood cause it was fresher in my [mind then.]",UM THIS SOUNDS LIKE THE OLD INTERVIEW SO AND FROM THE OLD INTERVIEW YOU'D PROBABLY LEARN MORE ABOUT MY NEIGHBORHOOD CAUSE IT WAS FRESHER IN MY MIND THEN,11.88,1,DCB_se3_ag4_m_02,m,test,44100
data_processed_coraal/wav/DCB_se2_ag3_m_03_1_part_107.wav,data_processed_coraal/txt/DCB_se2_ag3_m_03_1_part_107.txt,"there with my grandmother. And how they used to converse with each other it was so funny. Like, you wouldn't even think that they was like <laugh> mother and- and son. It- <laugh> it was just funny. It- it was real funny but they were really protective of they- uh, grandma- [uh],",THERE WITH MY GRANDMOTHER AND HOW THEY USED TO CONVERSE WITH EACH OTHER IT WAS SO FUNNY LIKE YOU WOULDN'T EVEN THINK THAT THEY WAS LIKE MOTHER AND AND SON IT IT WAS JUST FUNNY IT IT WAS REAL FUNNY BUT THEY WERE REALLY PROTECTIVE OF THEY UH GRANDMA UH,21.281,1,DCB_se2_ag3_m_03,m,train,44100
data_processed_coraal/wav/ATL_se0_ag2_m_02_1_part_83.wav,data_processed_coraal/txt/ATL_se0_ag2_m_02_1_part_83.txt,"of fresh snow peas, five- five thick slabs of blue cheese, and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy-",OF FRESH SNOW PEAS FIVE FIVE THICK SLABS OF BLUE CHEESE AND MAYBE A SNACK FOR HER BROTHER BOB WE ALSO NEED A SMALL PLASTIC SNAKE AND A BIG TOY,13.017,1,ATL_se0_ag2_m_02,m,train,44100
data_processed_coraal/wav/DCB_se3_ag4_f_01_1_part_205.wav,data_processed_coraal/txt/DCB_se3_ag4_f_01_1_part_205.txt,"And you're gonna get frustrated, but just don't- don't give up. You know, don't let- don't make it be a stopping block. Because a couple of months down the road, you gonna look back on and think, Thank God that happened.",AND YOU'RE GONNA GET FRUSTRATED BUT JUST DON'T DON'T GIVE UP YOU KNOW DON'T LET DON'T MAKE IT BE A STOPPING BLOCK BECAUSE A COUPLE OF MONTHS DOWN THE ROAD YOU GONNA LOOK BACK ON AND THINK THANK GOD THAT HAPPENED,12.113,1,DCB_se3_ag4_f_01,f,train,44100
data_processed_coraal/wav/ATL_se0_ag2_m_02_1_part_101.wav,data_processed_coraal/txt/ATL_se0_ag2_m_02_1_part_101.txt,"and that's where financial literacy and all that stuff comes into play, and niggas don't share that type of knowledge",AND THAT'S WHERE FINANCIAL LITERACY AND ALL THAT STUFF COMES INTO PLAY AND NIGGAS DON'T SHARE THAT TYPE OF KNOWLEDGE,5.093,1,ATL_se0_ag2_m_02,m,train,44100
data_processed_coraal/wav/DCB_se2_ag4_f_03_2_part_24.wav,data_processed_coraal/txt/DCB_se2_ag4_f_03_2_part_24.txt,"and that's what I did. And wherever he went, I- I never missed anything until I got sick. You know, or started dealing with physical things. And um, he r- he really made me proud. He really made me proud, loved to hear him speak. He's a very dynamic, very strong",AND THAT'S WHAT I DID AND WHEREVER HE WENT I I NEVER MISSED ANYTHING UNTIL I GOT SICK YOU KNOW OR STARTED DEALING WITH PHYSICAL THINGS AND UM HE R HE REALLY MADE ME PROUD HE REALLY MADE ME PROUD LOVED TO HEAR HIM SPEAK HE'S A VERY DYNAMIC VERY STRONG,20.797,1,DCB_se2_ag4_f_03,f,train,44100
data_processed_coraal/wav/DCB_se2_ag3_m_02_1_part_174.wav,data_processed_coraal/txt/DCB_se2_ag3_m_02_1_part_174.txt,"there's so much hurt, and I d- wanna- I just wanna be part of the not hurt. <laugh> Whatever the opposite of not hurt. <laugh> Or whatever the opposite of hurt is, um, the part of the healing, and- and if you're not in a process of healing, part of your well being, your ongoing well being.",THERE'S SO MUCH HURT AND I D WANNA I JUST WANNA BE PART OF THE NOT HURT WHATEVER THE OPPOSITE OF NOT HURT OR WHATEVER THE OPPOSITE OF HURT IS UM THE PART OF THE HEALING AND AND IF YOU'RE NOT IN A PROCESS OF HEALING PART OF YOUR WELL BEING YOUR ONGOING WELL BEING,21.156,1,DCB_se2_ag3_m_02,m,train,44100
data_processed_coraal/wav/DCB_se2_ag3_f_02_1_part_127.wav,data_processed_coraal/txt/DCB_se2_ag3_f_02_1_part_127.txt,when we start trying to genuinely understand each other /?/ /?/ and not assume we [know] each other,WHEN WE START TRYING TO GENUINELY UNDERSTAND EACH OTHER AND NOT ASSUME WE KNOW EACH OTHER,10.272,1,DCB_se2_ag3_f_02,f,train,44100
data_processed_coraal/wav/ROC_se0_ag2_f_01_1_part_42.wav,data_processed_coraal/txt/ROC_se0_ag2_f_01_1_part_42.txt,"[Um], but, um- but yeah, I don't know. I think, um, to that degree, I think that the nineteenth ward has stayed kind of constant in that another thing that I noticed in the nineteenth ward, when I, um, came back home from college, um, I got involved in the, uh- the community association in the nineteenth ward.",UM BUT UM BUT YEAH I DON'T KNOW I THINK UM TO THAT DEGREE I THINK THAT THE NINETEENTH WARD HAS STAYED KIND OF CONSTANT IN THAT ANOTHER THING THAT I NOTICED IN THE NINETEENTH WARD WHEN I UM CAME BACK HOME FROM COLLEGE UM I GOT INVOLVED IN THE UH THE COMMUNITY ASSOCIATION IN THE NINETEENTH WARD,20.432,1,ROC_se0_ag2_f_01,f,train,44100
data_processed_coraal/wav/ROC_se0_ag3_f_02_3_part_46.wav,data_processed_coraal/txt/ROC_se0_ag3_f_02_3_part_46.txt,"to make life better in Rochester. That's what I see. I don't know what somebody else see. That's what I see. And it feels good to see that. I just had a friend die Friday night. And, I would take him to get his groceries",TO MAKE LIFE BETTER IN ROCHESTER THAT'S WHAT I SEE I DON'T KNOW WHAT SOMEBODY ELSE SEE THAT'S WHAT I SEE AND IT FEELS GOOD TO SEE THAT I JUST HAD A FRIEND DIE FRIDAY NIGHT AND I WOULD TAKE HIM TO GET HIS GROCERIES,20.294,1,ROC_se0_ag3_f_02,f,train,44100
data_processed_coraal/wav/DCB_se1_ag2_m_01_1_part_33.wav,data_processed_coraal/txt/DCB_se1_ag2_m_01_1_part_33.txt,"We had some drinks at the bar. I don't remember if we ate or not, did we get anything to eat? [Mm-hm.] [<cough>] <cough> Excuse me I got- getting over a little cold.",WE HAD SOME DRINKS AT THE BAR I DON'T REMEMBER IF WE ATE OR NOT DID WE GET ANYTHING TO EAT MM HM EXCUSE ME I GOT GETTING OVER A LITTLE COLD,8.083,1,DCB_se1_ag2_m_01,m,test,44100
data_processed_coraal/wav/ATL_se0_ag2_m_01_1_part_99.wav,data_processed_coraal/txt/ATL_se0_ag2_m_01_1_part_99.txt,"[Like I] just be /here/ trying to keep my brain so my body don't fall apart, cause that's [all it's doing.]",LIKE I JUST BE HERE TRYING TO KEEP MY BRAIN SO MY BODY DON'T FALL APART CAUSE THAT'S ALL IT'S DOING,6.017,1,ATL_se0_ag2_m_01,m,train,44100
data_processed_coraal/wav/DCB_se2_ag3_f_02_1_part_108.wav,data_processed_coraal/txt/DCB_se2_ag3_f_02_1_part_108.txt,"Because if we don't learn anything from this (laughing) then what's- you know what I mean, what's the point of bitching and griping? I'm sorry, what's the point of complaining? /Whatchu/ complaining for? Oh no, they pushed us out. Well, whatchu gonna do next time they push? You just gonna keep moseying?",BECAUSE IF WE DON'T LEARN ANYTHING FROM THIS THEN WHAT'S YOU KNOW WHAT I MEAN WHAT'S THE POINT OF BITCHING AND GRIPING I'M SORRY WHAT'S THE POINT OF COMPLAINING WHATCHU COMPLAINING FOR OH NO THEY PUSHED US OUT WELL WHATCHU GONNA DO NEXT TIME THEY PUSH YOU JUST GONNA KEEP MOSEYING,20.656,1,DCB_se2_ag3_f_02,f,train,44100
data_processed_coraal/wav/ATL_se0_ag2_f_01_1_part_17.wav,data_processed_coraal/txt/ATL_se0_ag2_f_01_1_part_17.txt,"<ts> Usually for me to get to work, I have to take a Uber.  I take a Uber to work cause I don't have a car right now. And I don't have my license, so I am working on obtaining that- that license, so I could then work on getting me a car. Cause it's totally different, like in New York you have your transportation, train station, you don't need none of that extra stuff, everything is kind of on your doorstep.",USUALLY FOR ME TO GET TO WORK I HAVE TO TAKE A UBER I TAKE A UBER TO WORK CAUSE I DON'T HAVE A CAR RIGHT NOW AND I DON'T HAVE MY LICENSE SO I AM WORKING ON OBTAINING THAT THAT LICENSE SO I COULD THEN WORK ON GETTING ME A CAR CAUSE IT'S TOTALLY DIFFERENT LIKE IN NEW YORK YOU HAVE YOUR TRANSPORTATION TRAIN STATION YOU DON'T NEED NONE OF THAT EXTRA STUFF EVERYTHING IS KIND OF ON YOUR DOORSTEP,23.524,1,ATL_se0_ag2_f_01,f,train,44100
data_processed_coraal/wav/DCB_se2_ag3_m_02_1_part_90.wav,data_processed_coraal/txt/DCB_se2_ag3_m_02_1_part_90.txt,"a tattoo under her belly button that said, boys lie. <ts> And I was like, damn. Like, that's- I never wanna be the reason for that tattoo. Um, yeah. Or the young lady, um, in two thousand three who I met at a different conference in Dallas, Texas.",A TATTOO UNDER HER BELLY BUTTON THAT SAID BOYS LIE AND I WAS LIKE DAMN LIKE THAT'S I NEVER WANNA BE THE REASON FOR THAT TATTOO UM YEAH OR THE YOUNG LADY UM IN TWO THOUSAND THREE WHO I MET AT A DIFFERENT CONFERENCE IN DALLAS TEXAS,20.77,1,DCB_se2_ag3_m_02,m,train,44100
data_processed_coraal/wav/DCB_se1_ag3_m_01_1_part_73.wav,data_processed_coraal/txt/DCB_se1_ag3_m_01_1_part_73.txt,"[like-] [Oh, if I'm out- if I'm going out around the] neighborhood, it's- it's be like- /RD-NAME-1/ You know, /RD-NAME-1/ and /RD-NAME-1/, and you know, whoever else is around there. Us- you used to just go around there, whoever you see there, you see 'em, and it's always somebody around there. And then you just hang out.",LIKE OH IF I'M OUT IF I'M GOING OUT AROUND THE NEIGHBORHOOD IT'S IT'S BE LIKE YOU KNOW AND AND YOU KNOW WHOEVER ELSE IS AROUND THERE US YOU USED TO JUST GO AROUND THERE WHOEVER YOU SEE THERE YOU SEE 'EM AND IT'S ALWAYS SOMEBODY AROUND THERE AND THEN YOU JUST HANG OUT,20.409,1,DCB_se1_ag3_m_01,m,train,44100
data_processed_coraal/wav/ROC_se0_ag2_f_01_1_part_10.wav,data_processed_coraal/txt/ROC_se0_ag2_f_01_1_part_10.txt,"And she always- you know, she knows what's best. So she did go to the bathroom, and then she kind of got stuck in like a hovered position over the toilet. And, um, she- yeah, she just was kind of locked in in that position. And, uh, I ended up coming out f- um, he tried to catch me, um, and I was slippery as a greased pig.",AND SHE ALWAYS YOU KNOW SHE KNOWS WHAT'S BEST SO SHE DID GO TO THE BATHROOM AND THEN SHE KIND OF GOT STUCK IN LIKE A HOVERED POSITION OVER THE TOILET AND UM SHE YEAH SHE JUST WAS KIND OF LOCKED IN IN THAT POSITION AND UH I ENDED UP COMING OUT F UM HE TRIED TO CATCH ME UM AND I WAS SLIPPERY AS A GREASED PIG,21.515,1,ROC_se0_ag2_f_01,f,train,44100
data_processed_coraal/wav/DCB_se1_ag2_m_01_1_part_159.wav,data_processed_coraal/txt/DCB_se1_ag2_m_01_1_part_159.txt,"just doing whatever like we wanted to do, like that was fun to me. You know what I'm saying. The women liked it, you know what I'm saying. Everybody did, you wasn't with us, you respect us so it was just like- And if you ain't respect us then you ain't like us, so we'd fight you then this like- that's gonna make people like us even more. So it just like- At the time when you young, that's exciting to you. So you ain't thinking like, oh it's scary like this gonna happen whatever, you know what I'm saying, like-",JUST DOING WHATEVER LIKE WE WANTED TO DO LIKE THAT WAS FUN TO ME YOU KNOW WHAT I'M SAYING THE WOMEN LIKED IT YOU KNOW WHAT I'M SAYING EVERYBODY DID YOU WASN'T WITH US YOU RESPECT US SO IT WAS JUST LIKE AND IF YOU AIN'T RESPECT US THEN YOU AIN'T LIKE US SO WE'D FIGHT YOU THEN THIS LIKE THAT'S GONNA MAKE PEOPLE LIKE US EVEN MORE SO IT JUST LIKE AT THE TIME WHEN YOU YOUNG THAT'S EXCITING TO YOU SO YOU AIN'T THINKING LIKE OH IT'S SCARY LIKE THIS GONNA HAPPEN WHATEVER YOU KNOW WHAT I'M SAYING LIKE,21.89,1,DCB_se1_ag2_m_01,m,test,44100
data_processed_coraal/wav/DCB_se3_ag3_m_02_1_part_58.wav,data_processed_coraal/txt/DCB_se3_ag3_m_02_1_part_58.txt,"real hyped up player, from a, um, area standpoint. Everybody was supporting him and was behind him. And he knew- remembered me from playing in junior high school. And when he saw me, he was like, man why you ain't try out for the team? Was like, I ain't- nah, I ain't want to, I'm'a wait the next year. But I love basketball, I still love basketball. I still play basketball.",REAL HYPED UP PLAYER FROM A UM AREA STANDPOINT EVERYBODY WAS SUPPORTING HIM AND WAS BEHIND HIM AND HE KNEW REMEMBERED ME FROM PLAYING IN JUNIOR HIGH SCHOOL AND WHEN HE SAW ME HE WAS LIKE MAN WHY YOU AIN'T TRY OUT FOR THE TEAM WAS LIKE I AIN'T NAH I AIN'T WANT TO I'M'A WAIT THE NEXT YEAR BUT I LOVE BASKETBALL I STILL LOVE BASKETBALL I STILL PLAY BASKETBALL,20.105,1,DCB_se3_ag3_m_02,m,train,44100
data_processed_coraal/wav/PRV_se0_ag2_m_01_1_part_5.wav,data_processed_coraal/txt/PRV_se0_ag2_m_01_1_part_5.txt,"[My] aunt um- just a normal day, I was calling myself going around the house, you know, getting little broken bottles and stuff like that, throwing 'em on the trash pile. My aunt told me, just leave it alone,",MY AUNT UM JUST A NORMAL DAY I WAS CALLING MYSELF GOING AROUND THE HOUSE YOU KNOW GETTING LITTLE BROKEN BOTTLES AND STUFF LIKE THAT THROWING 'EM ON THE TRASH PILE MY AUNT TOLD ME JUST LEAVE IT ALONE,10.57,1,PRV_se0_ag2_m_01,m,train,44100
data_processed_coraal/wav/PRV_se0_ag3_m_01_2_part_79.wav,data_processed_coraal/txt/PRV_se0_ag3_m_01_2_part_79.txt,"[<clears throat>] She said well you w- you needa s- s- go down- She says it's too late if you go get a soda /in here/. I said, I know, I'm okay. I said but I been waiting here for awhile.",SHE SAID WELL YOU W YOU NEEDA S S GO DOWN SHE SAYS IT'S TOO LATE IF YOU GO GET A SODA IN HERE I SAID I KNOW I'M OKAY I SAID BUT I BEEN WAITING HERE FOR AWHILE,7.5,1,PRV_se0_ag3_m_01,m,train,44100
data_processed_coraal/wav/DCB_se1_ag4_f_01_2_part_126.wav,data_processed_coraal/txt/DCB_se1_ag4_f_01_2_part_126.txt,"So that's why I- I tell my children all the time, I'm glad I wasn't born in y'all generation. I'm glad I was born in the fifties. You know, it- it's- it was just- it was just a better time you know. Even though we struggled, don't get me wrong you know, but things were cheaper like a loaf of bread, twenty five cent.",SO THAT'S WHY I I TELL MY CHILDREN ALL THE TIME I'M GLAD I WASN'T BORN IN Y'ALL GENERATION I'M GLAD I WAS BORN IN THE FIFTIES YOU KNOW IT IT'S IT WAS JUST IT WAS JUST A BETTER TIME YOU KNOW EVEN THOUGH WE STRUGGLED DON'T GET ME WRONG YOU KNOW BUT THINGS WERE CHEAPER LIKE A LOAF OF BREAD TWENTY FIVE CENT,19.461,1,DCB_se1_ag4_f_01,f,val,44100
data_processed_coraal/wav/DCB_se3_ag3_f_01_1_part_98.wav,data_processed_coraal/txt/DCB_se3_ag3_f_01_1_part_98.txt,"And I'm at /RD-SCHOOL-2/ at this point and there's no more dance, I'm looking for something and she went from like, no lie- Well how old were we? We were like fourteen, so she's tall. She went from over two hundred pounds to like one fifty, like she had went cr- she metamorphosized",AND I'M AT AT THIS POINT AND THERE'S NO MORE DANCE I'M LOOKING FOR SOMETHING AND SHE WENT FROM LIKE NO LIE WELL HOW OLD WERE WE WE WERE LIKE FOURTEEN SO SHE'S TALL SHE WENT FROM OVER TWO HUNDRED POUNDS TO LIKE ONE FIFTY LIKE SHE HAD WENT CR SHE METAMORPHOSIZED,20.855,1,DCB_se3_ag3_f_01,f,train,44100
data_processed_coraal/wav/PRV_se0_ag2_m_01_1_part_12.wav,data_processed_coraal/txt/PRV_se0_ag2_m_01_1_part_12.txt,"And then like I said, went to um, New Jersey. Think it was like, two, three years we stayed- we stayed in New Jersey.",AND THEN LIKE I SAID WENT TO UM NEW JERSEY THINK IT WAS LIKE TWO THREE YEARS WE STAYED WE STAYED IN NEW JERSEY,6.093,1,PRV_se0_ag2_m_01,m,train,44100
data_processed_coraal/wav/ROC_se0_ag3_f_02_3_part_52.wav,data_processed_coraal/txt/ROC_se0_ag3_f_02_3_part_52.txt,"They would help me with the girls. Like, when school was out, they would meet the bus and they would stay at their house until I got home from work. Or, um. He took - he'd take- he's been taking my garbage cans out",THEY WOULD HELP ME WITH THE GIRLS LIKE WHEN SCHOOL WAS OUT THEY WOULD MEET THE BUS AND THEY WOULD STAY AT THEIR HOUSE UNTIL I GOT HOME FROM WORK OR UM HE TOOK HE'D TAKE HE'S BEEN TAKING MY GARBAGE CANS OUT,20.062,1,ROC_se0_ag3_f_02,f,train,44100
data_processed_coraal/wav/DCB_se2_ag3_m_03_1_part_78.wav,data_processed_coraal/txt/DCB_se2_ag3_m_03_1_part_78.txt,"Very good times. Do you keep the- um, any of them traditions live- alive with your own family? Um, my cookouts that I have, when I have money to. I don't have money like my father do but you know I would throw something at the house and have all my cousins you know that I grew up with",VERY GOOD TIMES DO YOU KEEP THE UM ANY OF THEM TRADITIONS LIVE ALIVE WITH YOUR OWN FAMILY UM MY COOKOUTS THAT I HAVE WHEN I HAVE MONEY TO I DON'T HAVE MONEY LIKE MY FATHER DO BUT YOU KNOW I WOULD THROW SOMETHING AT THE HOUSE AND HAVE ALL MY COUSINS YOU KNOW THAT I GREW UP WITH,21.133000000000003,1,DCB_se2_ag3_m_03,m,train,44100
data_processed_coraal/wav/PRV_se0_ag1_f_01_1_part_29.wav,data_processed_coraal/txt/PRV_se0_ag1_f_01_1_part_29.txt,"And um, she called us- she was like, if I call you back in like three or four hours and tell you to- she said, we think that the- that the dam's gonna burst, you know. We do- they trying- they go down there- they have people volunteering in Princeville,",AND UM SHE CALLED US SHE WAS LIKE IF I CALL YOU BACK IN LIKE THREE OR FOUR HOURS AND TELL YOU TO SHE SAID WE THINK THAT THE THAT THE DAM'S GONNA BURST YOU KNOW WE DO THEY TRYING THEY GO DOWN THERE THEY HAVE PEOPLE VOLUNTEERING IN PRINCEVILLE,11.418,1,PRV_se0_ag1_f_01,f,train,44100
data_processed_coraal/wav/DCB_se3_ag4_f_02_1_part_2.wav,data_processed_coraal/txt/DCB_se3_ag4_f_02_1_part_2.txt,"[That would] be- Well uh, only- I went away to college really for like a semester so, uh, let me see. I was away maybe a total of five years so I- I don't know. God, what? Forty years?",THAT WOULD BE WELL UH ONLY I WENT AWAY TO COLLEGE REALLY FOR LIKE A SEMESTER SO UH LET ME SEE I WAS AWAY MAYBE A TOTAL OF FIVE YEARS SO I I DON'T KNOW GOD WHAT FORTY YEARS,20.092,1,DCB_se3_ag4_f_02,f,train,44100
data_processed_coraal/wav/ATL_se0_ag1_m_02_1_part_72.wav,data_processed_coraal/txt/ATL_se0_ag1_m_02_1_part_72.txt,"[But] I mean, at the same time it's just like, but still really, there's kids that actually- you know what I'm saying, but I- I know what you mean by that, the politics behind it. But, um, it's just like, so, you know,",BUT I MEAN AT THE SAME TIME IT'S JUST LIKE BUT STILL REALLY THERE'S KIDS THAT ACTUALLY YOU KNOW WHAT I'M SAYING BUT I I KNOW WHAT YOU MEAN BY THAT THE POLITICS BEHIND IT BUT UM IT'S JUST LIKE SO YOU KNOW,10.33,1,ATL_se0_ag1_m_02,m,train,44100
data_processed_coraal/wav/DCB_se1_ag3_f_03_1_part_71.wav,data_processed_coraal/txt/DCB_se1_ag3_f_03_1_part_71.txt,"[I said], see? Cause you know how boys are sometimes, you know, they get in their, I don't wanna do that /?/. I said, you see why Mommy push you? He was like, yeah. I said, but this is a goal that you set for [yourself.]",I SAID SEE CAUSE YOU KNOW HOW BOYS ARE SOMETIMES YOU KNOW THEY GET IN THEIR I DON'T WANNA DO THAT I SAID YOU SEE WHY MOMMY PUSH YOU HE WAS LIKE YEAH I SAID BUT THIS IS A GOAL THAT YOU SET FOR YOURSELF,8.812999999999999,1,DCB_se1_ag3_f_03,f,train,44100
data_processed_coraal/wav/ATL_se0_ag1_f_02_1_part_30.wav,data_processed_coraal/txt/ATL_se0_ag1_f_02_1_part_30.txt,"Absolutely. No, I d- I didn't need a crew when I walked. What I- did I have a crew at school? Yeah, but I didn't need a crew.",ABSOLUTELY NO I D I DIDN'T NEED A CREW WHEN I WALKED WHAT I DID I HAVE A CREW AT SCHOOL YEAH BUT I DIDN'T NEED A CREW,5.49,1,ATL_se0_ag1_f_02,f,val,44100
data_processed_coraal/wav/ATL_se0_ag1_m_03_1_part_113.wav,data_processed_coraal/txt/ATL_se0_ag1_m_03_1_part_113.txt,"[and then came] up and apo- I didn't know they was gonna try to kill you. I thought they was just gonna jump you. <ts> Like, bitch.",AND THEN CAME UP AND APO I DIDN'T KNOW THEY WAS GONNA TRY TO KILL YOU I THOUGHT THEY WAS JUST GONNA JUMP YOU LIKE BITCH,5.103,1,ATL_se0_ag1_m_03,m,train,44100
data_processed_coraal/wav/DCB_se1_ag4_m_02_1_part_35.wav,data_processed_coraal/txt/DCB_se1_ag4_m_02_1_part_35.txt,"that's my alarm going off on my phone. [<laugh>] [<laugh>] Yeah. Yeah. And, uh, right now, I'm just growing through a thing, /there/. My truck went out on me. Motor went out on my truck. I bought a car. Went to the auction, bought a car. And, uh, car's acting up, so I gotta get rid of this car. /<laugh>/",THAT'S MY ALARM GOING OFF ON MY PHONE YEAH YEAH AND UH RIGHT NOW I'M JUST GROWING THROUGH A THING THERE MY TRUCK WENT OUT ON ME MOTOR WENT OUT ON MY TRUCK I BOUGHT A CAR WENT TO THE AUCTION BOUGHT A CAR AND UH CAR'S ACTING UP SO I GOTTA GET RID OF THIS CAR,22.766,1,DCB_se1_ag4_m_02,m,test,44100
data_processed_coraal/wav/PRV_se0_ag1_f_02_1_part_137.wav,data_processed_coraal/txt/PRV_se0_ag1_f_02_1_part_137.txt,"<ts> It's daycare but a lot of people don't have the money. But the- the economy is so bad right now that jobs are not like they used to [be and people] don't have the money to pay, so",IT'S DAYCARE BUT A LOT OF PEOPLE DON'T HAVE THE MONEY BUT THE THE ECONOMY IS SO BAD RIGHT NOW THAT JOBS ARE NOT LIKE THEY USED TO BE AND PEOPLE DON'T HAVE THE MONEY TO PAY SO,10.305,1,PRV_se0_ag1_f_02,f,train,44100
data_processed_coraal/wav/DCB_se3_ag3_f_02_1_part_28.wav,data_processed_coraal/txt/DCB_se3_ag3_f_02_1_part_28.txt,"[I mean], I was really grateful to have parents that really nurtured what I wanted to do. Because they had to sacrifice, they had to like, drive far to take me to be around the type of kids that could keep my interest. Because, see, <ts> kids in more affluent neighborhoods, that was a normal thing, a normal conversation, so I- they would take me to go",I MEAN I WAS REALLY GRATEFUL TO HAVE PARENTS THAT REALLY NURTURED WHAT I WANTED TO DO BECAUSE THEY HAD TO SACRIFICE THEY HAD TO LIKE DRIVE FAR TO TAKE ME TO BE AROUND THE TYPE OF KIDS THAT COULD KEEP MY INTEREST BECAUSE SEE KIDS IN MORE AFFLUENT NEIGHBORHOODS THAT WAS A NORMAL THING A NORMAL CONVERSATION SO I THEY WOULD TAKE ME TO GO,21.04,1,DCB_se3_ag3_f_02,f,train,44100
data_processed_coraal/wav/DCB_se2_ag3_m_01_1_part_65.wav,data_processed_coraal/txt/DCB_se2_ag3_m_01_1_part_65.txt,"[for] me to lead, to speak, et cetera, to do these things that I try to help give kids now, that I love you know, doing so much with 'em now. Um, and then because of the art experience there, I was ready to go to /RD-SCHOOL-2/ gr- uh, interview for /RD-SCHOOL-2/ High School. Got into the both- the theater and the TV production apart- departments.",FOR ME TO LEAD TO SPEAK ET CETERA TO DO THESE THINGS THAT I TRY TO HELP GIVE KIDS NOW THAT I LOVE YOU KNOW DOING SO MUCH WITH 'EM NOW UM AND THEN BECAUSE OF THE ART EXPERIENCE THERE I WAS READY TO GO TO GR UH INTERVIEW FOR HIGH SCHOOL GOT INTO THE BOTH THE THEATER AND THE TV PRODUCTION APART DEPARTMENTS,21.421,1,DCB_se2_ag3_m_01,m,val,44100
data_processed_coraal/wav/DCB_se2_ag4_f_04_1_part_60.wav,data_processed_coraal/txt/DCB_se2_ag4_f_04_1_part_60.txt,"and I chose um- I tried to do school and work full time. That didn't work. Tha- That was just too much. So by the time I was twenty, I decided, Okay, I don't want to do this anymore. <ts> So I um- I got married at twenty.",AND I CHOSE UM I TRIED TO DO SCHOOL AND WORK FULL TIME THAT DIDN'T WORK THA THAT WAS JUST TOO MUCH SO BY THE TIME I WAS TWENTY I DECIDED OKAY I DON'T WANT TO DO THIS ANYMORE SO I UM I GOT MARRIED AT TWENTY,17.296,1,DCB_se2_ag4_f_04,f,train,44100
data_processed_coraal/wav/DCB_se3_ag3_m_01_1_part_29.wav,data_processed_coraal/txt/DCB_se3_ag3_m_01_1_part_29.txt,"and she really is kind of like a Joe Clarke. She- she kind of whipped us into shape um, cause the school wasn't like- really struggling, and she came in and like, really cracked the whip. Um, yeah.",AND SHE REALLY IS KIND OF LIKE A JOE CLARKE SHE SHE KIND OF WHIPPED US INTO SHAPE UM CAUSE THE SCHOOL WASN'T LIKE REALLY STRUGGLING AND SHE CAME IN AND LIKE REALLY CRACKED THE WHIP UM YEAH,12.27,1,DCB_se3_ag3_m_01,m,test,44100
